Store Name,Product,Date,Sales Quantity,Footfall,Space_Allocated,  Price  ,  Cost  ,  Revenue  ,  Total Cost  ,  Profit  ,Sales per sq meter,Profit per sq meter,Conversion rate,Traffic Density
Store D,Grains & Raw food items,13/02/2023,1936,3623,18,19.00,10.00,36784.00,19360.00,17424.00,107.5555556,968.00,53%,201.28
Store C,Grains & Raw food items,13/02/2023,1411,2685,147,19.00,10.00,26809.00,14110.00,12699.00,9.598639456,86.39,53%,18.27
Store C,Grains & Raw food items,13/02/2023,726,3108,73,19.00,10.00,13794.00,7260.00,6534.00,9.945205479,89.51,23%,42.58
Store D,Furniture & Wares,13/02/2023,1988,1697,171,55.00,42.00,109340.00,83496.00,25844.00,11.62573099,151.13,117%,9.92
Store D,Vegetables & Fruits,13/02/2023,166,3652,93,8.00,7.80,1328.00,1294.80,33.20,1.784946237,0.36,5%,39.27
Store D,Baby food & Products,13/02/2023,479,3311,175,20.00,17.00,9580.00,8143.00,1437.00,2.737142857,8.21,14%,18.92
Store D,Electronics & Home appliance,13/02/2023,1865,2503,64,30.00,20.00,55950.00,37300.00,18650.00,29.140625,291.41,75%,39.11
Store D,Beverages,13/02/2023,489,3792,152,5.00,3.00,2445.00,1467.00,978.00,3.217105263,6.43,13%,24.95
Store D,Electronics & Home appliance,13/02/2023,1025,4010,107,30.00,20.00,30750.00,20500.00,10250.00,9.579439252,95.79,26%,37.48
Store D,Computer accessories,13/02/2023,1022,2387,113,10.00,5.50,10220.00,5621.00,4599.00,9.044247788,40.70,43%,21.12
Store D,Movie & Theatre tickets,14/02/2023,1250,1870,68,15.00,11.00,18750.00,13750.00,5000.00,18.38235294,73.53,67%,27.50
Store D,Gift cards,14/02/2023,994,895,194,40.00,32.00,39760.00,31808.00,7952.00,5.12371134,40.99,111%,4.61
Store D,Baby food & Products,14/02/2023,1186,3269,38,20.00,17.00,23720.00,20162.00,3558.00,31.21052632,93.63,36%,86.03
Store D,Water,14/02/2023,499,2309,88,2.00,1.00,998.00,499.00,499.00,5.670454545,5.67,22%,26.24
Store D,Gift cards,14/02/2023,257,4113,141,40.00,32.00,10280.00,8224.00,2056.00,1.822695035,14.58,6%,29.17
Store D,Computer accessories,14/02/2023,502,1722,92,10.00,5.50,5020.00,2761.00,2259.00,5.456521739,24.55,29%,18.72
Store D,Water,14/02/2023,1839,3212,190,2.00,1.00,3678.00,1839.00,1839.00,9.678947368,9.68,57%,16.91
Store D,Electronics & Home appliance,14/02/2023,1043,2214,72,30.00,20.00,31290.00,20860.00,10430.00,14.48611111,144.86,47%,30.75
Store D,Clothes & Shoes,14/02/2023,260,2771,150,35.00,34.50,9100.00,8970.00,130.00,1.733333333,0.87,9%,18.47
Store D,Beverages,14/02/2023,1988,1156,47,5.00,3.00,9940.00,5964.00,3976.00,42.29787234,84.60,172%,24.60
Store D,Computer accessories,14/02/2023,1780,1720,100,10.00,5.50,17800.00,9790.00,8010.00,17.8,80.10,103%,17.20
Store D,Vegetables & Fruits,14/02/2023,1200,4164,157,8.00,7.80,9600.00,9360.00,240.00,7.643312102,1.53,29%,26.52
Store D,Computer accessories,14/02/2023,276,4148,57,10.00,5.50,2760.00,1518.00,1242.00,4.842105263,21.79,7%,72.77
Store D,Confectionaries,15/02/2023,1955,3282,156,3.00,1.50,5865.00,2932.50,2932.50,12.53205128,18.80,60%,21.04
Store D,Clothes & Shoes,15/02/2023,629,3397,15,35.00,34.50,22015.00,21700.50,314.50,41.93333333,20.97,19%,226.47
Store D,Beverages,15/02/2023,1644,4860,58,5.00,3.00,8220.00,4932.00,3288.00,28.34482759,56.69,34%,83.79
Store D,Clothes & Shoes,15/02/2023,1821,1162,162,35.00,34.50,63735.00,62824.50,910.50,11.24074074,5.62,157%,7.17
Store D,Baby food & Products,15/02/2023,1279,4533,133,20.00,17.00,25580.00,21743.00,3837.00,9.616541353,28.85,28%,34.08
Store D,Furniture & Wares,15/02/2023,1359,2191,134,55.00,42.00,74745.00,57078.00,17667.00,10.14179104,131.84,62%,16.35
Store D,Baby food & Products,15/02/2023,1910,2467,54,20.00,17.00,38200.00,32470.00,5730.00,35.37037037,106.11,77%,45.69
Store D,Vegetables & Fruits,15/02/2023,228,1193,54,8.00,7.80,1824.00,1778.40,45.60,4.222222222,0.84,19%,22.09
Store D,Baby food & Products,15/02/2023,777,2101,138,20.00,17.00,15540.00,13209.00,2331.00,5.630434783,16.89,37%,15.22
Store D,Computer accessories,15/02/2023,738,1756,33,10.00,5.50,7380.00,4059.00,3321.00,22.36363636,100.64,42%,53.21
Store D,Movie & Theatre tickets,15/02/2023,943,2463,95,15.00,11.00,14145.00,10373.00,3772.00,9.926315789,39.71,38%,25.93
Store D,Water,15/02/2023,121,2682,173,2.00,1.00,242.00,121.00,121.00,0.699421965,0.70,5%,15.50
Store D,Vegetables & Fruits,15/02/2023,1159,3353,172,8.00,7.80,9272.00,9040.20,231.80,6.738372093,1.35,35%,19.49
Store D,Electronics & Home appliance,15/02/2023,784,3903,59,30.00,20.00,23520.00,15680.00,7840.00,13.28813559,132.88,20%,66.15
Store D,Gift cards,15/02/2023,387,602,19,40.00,32.00,15480.00,12384.00,3096.00,20.36842105,162.95,64%,31.68
Store D,Clothes & Shoes,15/02/2023,1818,3105,146,35.00,34.50,63630.00,62721.00,909.00,12.45205479,6.23,59%,21.27
Store D,Confectionaries,15/02/2023,1279,3145,182,3.00,1.50,3837.00,1918.50,1918.50,7.027472527,10.54,41%,17.28
Store D,Confectionaries,16/02/2023,1034,2435,167,3.00,1.50,3102.00,1551.00,1551.00,6.191616766,9.29,42%,14.58
Store D,Water,16/02/2023,646,3605,199,2.00,1.00,1292.00,646.00,646.00,3.246231156,3.25,18%,18.12
Store D,Milk & Dairies,16/02/2023,1399,2246,14,2.50,1.80,3497.50,2518.20,979.30,99.92857143,69.95,62%,160.43
Store D,Vegetables & Fruits,16/02/2023,108,2606,64,8.00,7.80,864.00,842.40,21.60,1.6875,0.34,4%,40.72
Store D,Clothes & Shoes,16/02/2023,897,2246,45,35.00,34.50,31395.00,30946.50,448.50,19.93333333,9.97,40%,49.91
Store D,Clothes & Shoes,16/02/2023,1539,3919,149,35.00,34.50,53865.00,53095.50,769.50,10.32885906,5.16,39%,26.30
Store D,Beverages,16/02/2023,877,2544,115,5.00,3.00,4385.00,2631.00,1754.00,7.626086957,15.25,34%,22.12
Store D,Movie & Theatre tickets,16/02/2023,725,513,190,15.00,11.00,10875.00,7975.00,2900.00,3.815789474,15.26,141%,2.70
Store D,Clothes & Shoes,16/02/2023,1977,4573,93,35.00,34.50,69195.00,68206.50,988.50,21.25806452,10.63,43%,49.17
Store D,Electronics & Home appliance,16/02/2023,1653,4382,154,30.00,20.00,49590.00,33060.00,16530.00,10.73376623,107.34,38%,28.45
Store D,Beverages,16/02/2023,692,1195,56,5.00,3.00,3460.00,2076.00,1384.00,12.35714286,24.71,58%,21.34
Store D,Vegetables & Fruits,16/02/2023,1229,4498,46,8.00,7.80,9832.00,9586.20,245.80,26.7173913,5.34,27%,97.78
Store D,Furniture & Wares,16/02/2023,621,3268,72,55.00,42.00,34155.00,26082.00,8073.00,8.625,112.13,19%,45.39
Store D,Beverages,16/02/2023,939,793,53,5.00,3.00,4695.00,2817.00,1878.00,17.71698113,35.43,118%,14.96
Store D,Water,16/02/2023,145,1635,48,2.00,1.00,290.00,145.00,145.00,3.020833333,3.02,9%,34.06
Store D,Computer accessories,16/02/2023,1342,2258,84,10.00,5.50,13420.00,7381.00,6039.00,15.97619048,71.89,59%,26.88
Store D,Electronics & Home appliance,16/02/2023,124,1014,169,30.00,20.00,3720.00,2480.00,1240.00,0.733727811,7.34,12%,6.00
Store D,Water,16/02/2023,948,3329,28,2.00,1.00,1896.00,948.00,948.00,33.85714286,33.86,28%,118.89
Store D,Water,17/02/2023,652,4860,41,2.00,1.00,1304.00,652.00,652.00,15.90243902,15.90,13%,118.54
Store D,Computer accessories,17/02/2023,1294,1322,151,10.00,5.50,12940.00,7117.00,5823.00,8.569536424,38.56,98%,8.75
Store D,Baby food & Products,17/02/2023,1927,1527,148,20.00,17.00,38540.00,32759.00,5781.00,13.02027027,39.06,126%,10.32
Store D,Clothes & Shoes,17/02/2023,438,2556,16,35.00,34.50,15330.00,15111.00,219.00,27.375,13.69,17%,159.75
Store D,Movie & Theatre tickets,17/02/2023,789,1891,55,15.00,11.00,11835.00,8679.00,3156.00,14.34545455,57.38,42%,34.38
Store D,Baby food & Products,17/02/2023,473,2626,176,20.00,17.00,9460.00,8041.00,1419.00,2.6875,8.06,18%,14.92
Store D,Vegetables & Fruits,17/02/2023,824,1320,149,8.00,7.80,6592.00,6427.20,164.80,5.530201342,1.11,62%,8.86
Store D,Movie & Theatre tickets,17/02/2023,161,1503,146,15.00,11.00,2415.00,1771.00,644.00,1.102739726,4.41,11%,10.29
Store D,Computer accessories,17/02/2023,569,3464,156,10.00,5.50,5690.00,3129.50,2560.50,3.647435897,16.41,16%,22.21
Store D,Baby food & Products,17/02/2023,593,3828,110,20.00,17.00,11860.00,10081.00,1779.00,5.390909091,16.17,15%,34.80
Store D,Electronics & Home appliance,17/02/2023,1758,2182,139,30.00,20.00,52740.00,35160.00,17580.00,12.64748201,126.47,81%,15.70
Store D,Vegetables & Fruits,17/02/2023,943,3460,101,8.00,7.80,7544.00,7355.40,188.60,9.336633663,1.87,27%,34.26
Store D,Gift cards,17/02/2023,1845,4231,131,40.00,32.00,73800.00,59040.00,14760.00,14.08396947,112.67,44%,32.30
Store D,Water,17/02/2023,1499,1024,59,2.00,1.00,2998.00,1499.00,1499.00,25.40677966,25.41,146%,17.36
Store D,Computer accessories,17/02/2023,870,3169,123,10.00,5.50,8700.00,4785.00,3915.00,7.073170732,31.83,27%,25.76
Store D,Movie & Theatre tickets,17/02/2023,945,1937,174,15.00,11.00,14175.00,10395.00,3780.00,5.431034483,21.72,49%,11.13
Store D,Beverages,17/02/2023,411,4951,150,5.00,3.00,2055.00,1233.00,822.00,2.74,5.48,8%,33.01
Store D,Vegetables & Fruits,17/02/2023,1875,2141,65,8.00,7.80,15000.00,14625.00,375.00,28.84615385,5.77,88%,32.94
Store D,Movie & Theatre tickets,17/02/2023,1766,4639,92,15.00,11.00,26490.00,19426.00,7064.00,19.19565217,76.78,38%,50.42
Store D,Gift cards,17/02/2023,1057,4442,19,40.00,32.00,42280.00,33824.00,8456.00,55.63157895,445.05,24%,233.79
Store D,Beverages,17/02/2023,691,2333,142,5.00,3.00,3455.00,2073.00,1382.00,4.866197183,9.73,30%,16.43
Store D,Vegetables & Fruits,18/02/2023,975,1939,103,8.00,7.80,7800.00,7605.00,195.00,9.466019417,1.89,50%,18.83
Store D,Baby food & Products,18/02/2023,738,2023,18,20.00,17.00,14760.00,12546.00,2214.00,41,123.00,36%,112.39
Store D,Vegetables & Fruits,18/02/2023,1218,3186,107,8.00,7.80,9744.00,9500.40,243.60,11.38317757,2.28,38%,29.78
Store D,Confectionaries,18/02/2023,1997,4687,64,3.00,1.50,5991.00,2995.50,2995.50,31.203125,46.80,43%,73.23
Store D,Furniture & Wares,18/02/2023,1122,4216,191,55.00,42.00,61710.00,47124.00,14586.00,5.87434555,76.37,27%,22.07
Store D,Movie & Theatre tickets,18/02/2023,1727,1921,62,15.00,11.00,25905.00,18997.00,6908.00,27.85483871,111.42,90%,30.98
Store D,Confectionaries,18/02/2023,166,2542,62,3.00,1.50,498.00,249.00,249.00,2.677419355,4.02,7%,41.00
Store D,Movie & Theatre tickets,18/02/2023,493,2824,45,15.00,11.00,7395.00,5423.00,1972.00,10.95555556,43.82,17%,62.76
Store D,Gift cards,18/02/2023,983,4318,170,40.00,32.00,39320.00,31456.00,7864.00,5.782352941,46.26,23%,25.40
Store D,Baby food & Products,18/02/2023,1660,2111,79,20.00,17.00,33200.00,28220.00,4980.00,21.01265823,63.04,79%,26.72
Store D,Water,18/02/2023,292,1857,173,2.00,1.00,584.00,292.00,292.00,1.687861272,1.69,16%,10.73
Store D,Gift cards,18/02/2023,678,4177,188,40.00,32.00,27120.00,21696.00,5424.00,3.606382979,28.85,16%,22.22
Store D,Baby food & Products,18/02/2023,372,3927,50,20.00,17.00,7440.00,6324.00,1116.00,7.44,22.32,9%,78.54
Store D,Vegetables & Fruits,18/02/2023,555,4263,70,8.00,7.80,4440.00,4329.00,111.00,7.928571429,1.59,13%,60.90
Store D,Baby food & Products,19/02/2023,320,2393,127,20.00,17.00,6400.00,5440.00,960.00,2.519685039,7.56,13%,18.84
Store D,Gift cards,19/02/2023,661,984,128,40.00,32.00,26440.00,21152.00,5288.00,5.1640625,41.31,67%,7.69
Store D,Furniture & Wares,19/02/2023,888,2429,133,55.00,42.00,48840.00,37296.00,11544.00,6.676691729,86.80,37%,18.26
Store D,Gift cards,19/02/2023,1032,2025,55,40.00,32.00,41280.00,33024.00,8256.00,18.76363636,150.11,51%,36.82
Store D,Beverages,19/02/2023,1838,2927,148,5.00,3.00,9190.00,5514.00,3676.00,12.41891892,24.84,63%,19.78
Store D,Clothes & Shoes,19/02/2023,664,1834,96,35.00,34.50,23240.00,22908.00,332.00,6.916666667,3.46,36%,19.10
Store D,Electronics & Home appliance,19/02/2023,1093,3121,133,30.00,20.00,32790.00,21860.00,10930.00,8.218045113,82.18,35%,23.47
Store D,Vegetables & Fruits,19/02/2023,939,3442,131,8.00,7.80,7512.00,7324.20,187.80,7.167938931,1.43,27%,26.27
Store D,Water,19/02/2023,122,3822,136,2.00,1.00,244.00,122.00,122.00,0.897058824,0.90,3%,28.10
Store D,Computer accessories,19/02/2023,1567,4020,149,10.00,5.50,15670.00,8618.50,7051.50,10.51677852,47.33,39%,26.98
Store D,Electronics & Home appliance,20/02/2023,306,2877,187,30.00,20.00,9180.00,6120.00,3060.00,1.636363636,16.36,11%,15.39
Store D,Confectionaries,20/02/2023,1337,3184,12,3.00,1.50,4011.00,2005.50,2005.50,111.4166667,167.13,42%,265.33
Store D,Milk & Dairies,20/02/2023,491,2845,124,2.50,1.80,1227.50,883.80,343.70,3.959677419,2.77,17%,22.94
Store D,Gift cards,20/02/2023,136,2157,173,40.00,32.00,5440.00,4352.00,1088.00,0.786127168,6.29,6%,12.47
Store D,Water,20/02/2023,1316,1954,121,2.00,1.00,2632.00,1316.00,1316.00,10.87603306,10.88,67%,16.15
Store D,Water,20/02/2023,709,2591,153,2.00,1.00,1418.00,709.00,709.00,4.633986928,4.63,27%,16.93
Store D,Clothes & Shoes,20/02/2023,251,3554,119,35.00,34.50,8785.00,8659.50,125.50,2.109243697,1.05,7%,29.87
Store D,Water,20/02/2023,1673,1134,78,2.00,1.00,3346.00,1673.00,1673.00,21.44871795,21.45,148%,14.54
Store D,Computer accessories,20/02/2023,1909,4149,109,10.00,5.50,19090.00,10499.50,8590.50,17.51376147,78.81,46%,38.06
Store D,Gift cards,20/02/2023,1522,1897,71,40.00,32.00,60880.00,48704.00,12176.00,21.43661972,171.49,80%,26.72
Store D,Computer accessories,20/02/2023,534,4538,120,10.00,5.50,5340.00,2937.00,2403.00,4.45,20.03,12%,37.82
Store D,Milk & Dairies,20/02/2023,1989,1758,59,2.50,1.80,4972.50,3580.20,1392.30,33.71186441,23.60,113%,29.80
Store D,Movie & Theatre tickets,20/02/2023,539,2042,187,15.00,11.00,8085.00,5929.00,2156.00,2.882352941,11.53,26%,10.92
Store D,Electronics & Home appliance,21/02/2023,1598,2605,88,30.00,20.00,47940.00,31960.00,15980.00,18.15909091,181.59,61%,29.60
Store D,Movie & Theatre tickets,21/02/2023,274,1243,69,15.00,11.00,4110.00,3014.00,1096.00,3.971014493,15.88,22%,18.01
Store D,Water,21/02/2023,1173,4563,54,2.00,1.00,2346.00,1173.00,1173.00,21.72222222,21.72,26%,84.50
Store D,Movie & Theatre tickets,21/02/2023,1245,1011,84,15.00,11.00,18675.00,13695.00,4980.00,14.82142857,59.29,123%,12.04
Store D,Vegetables & Fruits,21/02/2023,1636,1042,31,8.00,7.80,13088.00,12760.80,327.20,52.77419355,10.55,157%,33.61
Store D,Milk & Dairies,21/02/2023,591,2770,57,2.50,1.80,1477.50,1063.80,413.70,10.36842105,7.26,21%,48.60
Store D,Milk & Dairies,21/02/2023,869,3402,93,2.50,1.80,2172.50,1564.20,608.30,9.344086022,6.54,26%,36.58
Store D,Beverages,21/02/2023,1630,4064,118,5.00,3.00,8150.00,4890.00,3260.00,13.81355932,27.63,40%,34.44
Store D,Baby food & Products,21/02/2023,428,1681,125,20.00,17.00,8560.00,7276.00,1284.00,3.424,10.27,25%,13.45
Store D,Milk & Dairies,21/02/2023,955,3668,31,2.50,1.80,2387.50,1719.00,668.50,30.80645161,21.56,26%,118.32
Store D,Baby food & Products,21/02/2023,648,3609,49,20.00,17.00,12960.00,11016.00,1944.00,13.2244898,39.67,18%,73.65
Store D,Confectionaries,21/02/2023,471,2297,58,3.00,1.50,1413.00,706.50,706.50,8.120689655,12.18,21%,39.60
Store D,Water,22/02/2023,979,2294,47,2.00,1.00,1958.00,979.00,979.00,20.82978723,20.83,43%,48.81
Store D,Furniture & Wares,22/02/2023,652,3265,176,55.00,42.00,35860.00,27384.00,8476.00,3.704545455,48.16,20%,18.55
Store D,Baby food & Products,22/02/2023,664,1694,18,20.00,17.00,13280.00,11288.00,1992.00,36.88888889,110.67,39%,94.11
Store D,Vegetables & Fruits,22/02/2023,479,4925,196,8.00,7.80,3832.00,3736.20,95.80,2.443877551,0.49,10%,25.13
Store D,Confectionaries,22/02/2023,1676,1629,67,3.00,1.50,5028.00,2514.00,2514.00,25.01492537,37.52,103%,24.31
Store D,Beverages,22/02/2023,741,1551,44,5.00,3.00,3705.00,2223.00,1482.00,16.84090909,33.68,48%,35.25
Store D,Milk & Dairies,22/02/2023,1449,3900,66,2.50,1.80,3622.50,2608.20,1014.30,21.95454545,15.37,37%,59.09
Store D,Water,22/02/2023,1728,4448,169,2.00,1.00,3456.00,1728.00,1728.00,10.22485207,10.22,39%,26.32
Store D,Water,22/02/2023,546,523,75,2.00,1.00,1092.00,546.00,546.00,7.28,7.28,104%,6.97
Store D,Electronics & Home appliance,22/02/2023,1195,4123,25,30.00,20.00,35850.00,23900.00,11950.00,47.8,478.00,29%,164.92
Store D,Movie & Theatre tickets,22/02/2023,1982,1968,114,15.00,11.00,29730.00,21802.00,7928.00,17.38596491,69.54,101%,17.26
Store D,Beverages,22/02/2023,393,3796,97,5.00,3.00,1965.00,1179.00,786.00,4.051546392,8.10,10%,39.13
Store D,Computer accessories,22/02/2023,357,3736,39,10.00,5.50,3570.00,1963.50,1606.50,9.153846154,41.19,10%,95.79
Store D,Milk & Dairies,22/02/2023,809,825,125,2.50,1.80,2022.50,1456.20,566.30,6.472,4.53,98%,6.60
Store D,Gift cards,23/02/2023,238,3489,119,40.00,32.00,9520.00,7616.00,1904.00,2,16.00,7%,29.32
Store D,Electronics & Home appliance,23/02/2023,942,4497,82,30.00,20.00,28260.00,18840.00,9420.00,11.48780488,114.88,21%,54.84
Store D,Vegetables & Fruits,23/02/2023,1510,2634,121,8.00,7.80,12080.00,11778.00,302.00,12.47933884,2.50,57%,21.77
Store D,Furniture & Wares,23/02/2023,1973,1878,161,55.00,42.00,108515.00,82866.00,25649.00,12.25465839,159.31,105%,11.66
Store D,Baby food & Products,23/02/2023,1468,3597,152,20.00,17.00,29360.00,24956.00,4404.00,9.657894737,28.97,41%,23.66
Store D,Confectionaries,23/02/2023,1031,4349,86,3.00,1.50,3093.00,1546.50,1546.50,11.98837209,17.98,24%,50.57
Store D,Baby food & Products,23/02/2023,540,4687,187,20.00,17.00,10800.00,9180.00,1620.00,2.887700535,8.66,12%,25.06
Store D,Baby food & Products,23/02/2023,428,2638,175,20.00,17.00,8560.00,7276.00,1284.00,2.445714286,7.34,16%,15.07
Store D,Clothes & Shoes,23/02/2023,758,3169,87,35.00,34.50,26530.00,26151.00,379.00,8.712643678,4.36,24%,36.43
Store D,Movie & Theatre tickets,23/02/2023,641,4987,85,15.00,11.00,9615.00,7051.00,2564.00,7.541176471,30.16,13%,58.67
Store D,Baby food & Products,23/02/2023,1061,3289,156,20.00,17.00,21220.00,18037.00,3183.00,6.801282051,20.40,32%,21.08
Store D,Confectionaries,23/02/2023,820,3217,181,3.00,1.50,2460.00,1230.00,1230.00,4.53038674,6.80,25%,17.77
Store D,Milk & Dairies,23/02/2023,1300,2116,178,2.50,1.80,3250.00,2340.00,910.00,7.303370787,5.11,61%,11.89
Store D,Baby food & Products,23/02/2023,1813,3948,155,20.00,17.00,36260.00,30821.00,5439.00,11.69677419,35.09,46%,25.47
Store D,Beverages,23/02/2023,316,1444,189,5.00,3.00,1580.00,948.00,632.00,1.671957672,3.34,22%,7.64
Store D,Milk & Dairies,23/02/2023,498,1105,68,2.50,1.80,1245.00,896.40,348.60,7.323529412,5.13,45%,16.25
Store D,Electronics & Home appliance,23/02/2023,155,876,100,30.00,20.00,4650.00,3100.00,1550.00,1.55,15.50,18%,8.76
Store D,Movie & Theatre tickets,23/02/2023,219,4352,42,15.00,11.00,3285.00,2409.00,876.00,5.214285714,20.86,5%,103.62
Store D,Electronics & Home appliance,24/02/2023,1240,2280,22,30.00,20.00,37200.00,24800.00,12400.00,56.36363636,563.64,54%,103.64
Store D,Movie & Theatre tickets,24/02/2023,1881,4447,22,15.00,11.00,28215.00,20691.00,7524.00,85.5,342.00,42%,202.14
Store D,Confectionaries,24/02/2023,1380,3552,103,3.00,1.50,4140.00,2070.00,2070.00,13.39805825,20.10,39%,34.49
Store D,Electronics & Home appliance,24/02/2023,1189,1674,171,30.00,20.00,35670.00,23780.00,11890.00,6.953216374,69.53,71%,9.79
Store D,Milk & Dairies,24/02/2023,407,2120,167,2.50,1.80,1017.50,732.60,284.90,2.437125749,1.71,19%,12.69
Store D,Computer accessories,24/02/2023,132,1212,45,10.00,5.50,1320.00,726.00,594.00,2.933333333,13.20,11%,26.93
Store D,Milk & Dairies,24/02/2023,1899,3498,94,2.50,1.80,4747.50,3418.20,1329.30,20.20212766,14.14,54%,37.21
Store D,Computer accessories,24/02/2023,1231,3628,180,10.00,5.50,12310.00,6770.50,5539.50,6.838888889,30.78,34%,20.16
Store D,Water,24/02/2023,492,1402,104,2.00,1.00,984.00,492.00,492.00,4.730769231,4.73,35%,13.48
Store D,Baby food & Products,24/02/2023,766,1355,31,20.00,17.00,15320.00,13022.00,2298.00,24.70967742,74.13,57%,43.71
Store D,Confectionaries,24/02/2023,558,2275,185,3.00,1.50,1674.00,837.00,837.00,3.016216216,4.52,25%,12.30
Store D,Baby food & Products,25/02/2023,1068,3813,173,20.00,17.00,21360.00,18156.00,3204.00,6.173410405,18.52,28%,22.04
Store D,Gift cards,25/02/2023,1588,3140,28,40.00,32.00,63520.00,50816.00,12704.00,56.71428571,453.71,51%,112.14
Store D,Baby food & Products,25/02/2023,1769,2196,101,20.00,17.00,35380.00,30073.00,5307.00,17.51485149,52.54,81%,21.74
Store D,Electronics & Home appliance,25/02/2023,1809,1574,19,30.00,20.00,54270.00,36180.00,18090.00,95.21052632,952.11,115%,82.84
Store D,Vegetables & Fruits,25/02/2023,1531,625,178,8.00,7.80,12248.00,11941.80,306.20,8.601123596,1.72,245%,3.51
Store D,Electronics & Home appliance,25/02/2023,1707,4486,186,30.00,20.00,51210.00,34140.00,17070.00,9.177419355,91.77,38%,24.12
Store D,Movie & Theatre tickets,25/02/2023,1511,4032,193,15.00,11.00,22665.00,16621.00,6044.00,7.829015544,31.32,37%,20.89
Store D,Water,25/02/2023,1665,1577,58,2.00,1.00,3330.00,1665.00,1665.00,28.70689655,28.71,106%,27.19
Store D,Computer accessories,25/02/2023,861,1775,112,10.00,5.50,8610.00,4735.50,3874.50,7.6875,34.59,49%,15.85
Store D,Electronics & Home appliance,25/02/2023,1238,4136,179,30.00,20.00,37140.00,24760.00,12380.00,6.916201117,69.16,30%,23.11
Store D,Electronics & Home appliance,25/02/2023,1232,610,94,30.00,20.00,36960.00,24640.00,12320.00,13.10638298,131.06,202%,6.49
Store D,Computer accessories,25/02/2023,1202,4001,29,10.00,5.50,12020.00,6611.00,5409.00,41.44827586,186.52,30%,137.97
Store D,Electronics & Home appliance,25/02/2023,1229,1687,17,30.00,20.00,36870.00,24580.00,12290.00,72.29411765,722.94,73%,99.24
Store D,Confectionaries,25/02/2023,1388,2608,48,3.00,1.50,4164.00,2082.00,2082.00,28.91666667,43.38,53%,54.33
Store D,Vegetables & Fruits,25/02/2023,746,3521,25,8.00,7.80,5968.00,5818.80,149.20,29.84,5.97,21%,140.84
Store D,Milk & Dairies,25/02/2023,722,4249,177,2.50,1.80,1805.00,1299.60,505.40,4.079096045,2.86,17%,24.01
Store D,Movie & Theatre tickets,25/02/2023,753,4494,145,15.00,11.00,11295.00,8283.00,3012.00,5.193103448,20.77,17%,30.99
Store D,Electronics & Home appliance,25/02/2023,1624,3928,143,30.00,20.00,48720.00,32480.00,16240.00,11.35664336,113.57,41%,27.47
Store D,Clothes & Shoes,25/02/2023,1913,2008,41,35.00,34.50,66955.00,65998.50,956.50,46.65853659,23.33,95%,48.98
Store D,Milk & Dairies,25/02/2023,171,3870,60,2.50,1.80,427.50,307.80,119.70,2.85,2.00,4%,64.50
Store D,Furniture & Wares,25/02/2023,591,4616,22,55.00,42.00,32505.00,24822.00,7683.00,26.86363636,349.23,13%,209.82
Store D,Confectionaries,26/02/2023,632,2107,115,3.00,1.50,1896.00,948.00,948.00,5.495652174,8.24,30%,18.32
Store D,Milk & Dairies,26/02/2023,779,2220,49,2.50,1.80,1947.50,1402.20,545.30,15.89795918,11.13,35%,45.31
Store D,Gift cards,26/02/2023,936,792,36,40.00,32.00,37440.00,29952.00,7488.00,26,208.00,118%,22.00
Store D,Milk & Dairies,26/02/2023,797,4603,100,2.50,1.80,1992.50,1434.60,557.90,7.97,5.58,17%,46.03
Store D,Electronics & Home appliance,26/02/2023,244,2071,93,30.00,20.00,7320.00,4880.00,2440.00,2.623655914,26.24,12%,22.27
Store D,Baby food & Products,26/02/2023,1787,3848,117,20.00,17.00,35740.00,30379.00,5361.00,15.27350427,45.82,46%,32.89
Store D,Vegetables & Fruits,26/02/2023,985,1904,103,8.00,7.80,7880.00,7683.00,197.00,9.563106796,1.91,52%,18.49
Store D,Baby food & Products,26/02/2023,1166,576,103,20.00,17.00,23320.00,19822.00,3498.00,11.32038835,33.96,202%,5.59
Store D,Furniture & Wares,26/02/2023,1339,860,192,55.00,42.00,73645.00,56238.00,17407.00,6.973958333,90.66,156%,4.48
Store D,Milk & Dairies,26/02/2023,706,527,61,2.50,1.80,1765.00,1270.80,494.20,11.57377049,8.10,134%,8.64
Store D,Vegetables & Fruits,26/02/2023,1282,4590,193,8.00,7.80,10256.00,9999.60,256.40,6.642487047,1.33,28%,23.78
Store D,Computer accessories,26/02/2023,1704,2409,110,10.00,5.50,17040.00,9372.00,7668.00,15.49090909,69.71,71%,21.90
Store D,Vegetables & Fruits,26/02/2023,916,2018,139,8.00,7.80,7328.00,7144.80,183.20,6.589928058,1.32,45%,14.52
Store D,Movie & Theatre tickets,26/02/2023,1650,719,82,15.00,11.00,24750.00,18150.00,6600.00,20.12195122,80.49,229%,8.77
Store D,Beverages,26/02/2023,1330,4928,50,5.00,3.00,6650.00,3990.00,2660.00,26.6,53.20,27%,98.56
Store D,Clothes & Shoes,26/02/2023,1279,3517,147,35.00,34.50,44765.00,44125.50,639.50,8.700680272,4.35,36%,23.93
Store D,Gift cards,26/02/2023,565,1465,14,40.00,32.00,22600.00,18080.00,4520.00,40.35714286,322.86,39%,104.64
Store D,Gift cards,26/02/2023,1073,3993,154,40.00,32.00,42920.00,34336.00,8584.00,6.967532468,55.74,27%,25.93
